1758442458.879323 server started (15738): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1758442458.879368 on Linux 6.8.0-79-generic #79-Ubuntu SMP PREEMPT_DYNAMIC Tue Aug 12 14:42:46 UTC 2025
1758442458.879382 using libevent 2.1.12-stable poll
1758442458.879390 using ncurses 6.4 20240113
1758442458.882843 yylex_token: end at WS
1758442458.882849 yylex_token: $
1758442458.882855 yylex_token: end at WS
1758442458.882861 yylex_token: command-prompt
1758442458.882867 yylex_token: end at WS
1758442458.882872 yylex_token: -I#S
1758442458.882878 yylex_token: end at WS
1758442458.882883 yylex_token: rename-session
1758442458.882889 yylex_token: end at WS
1758442458.882910 yylex_token: --
1758442458.882922 yylex_token: end at WS
1758442458.882927 yylex_token: %%
1758442458.882934 cmd_parse_build_commands 0:0: bind
1758442458.882941 cmd_parse_build_commands 0:1: -N
1758442458.882947 cmd_parse_build_commands 0:2: Rename current session
1758442458.882953 cmd_parse_build_commands 0:3: $
1758442458.882959 cmd_parse_build_commands 0:4 0:0: command-prompt
1758442458.882965 cmd_parse_build_commands 0:4 0:1: -I#S
1758442458.882972 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1758442458.882977 cmd_parse_build_commands 0:4 0:2 0:1: --
1758442458.882983 cmd_parse_build_commands 0:4 0:2 0:2: %%
1758442458.882990 cmd_parse_build_commands 0:0: command-prompt
1758442458.882996 cmd_parse_build_commands 0:1: -I#S
1758442458.883003 cmd_parse_build_commands 0:2 0:0: rename-session
1758442458.883009 cmd_parse_build_commands 0:2 0:1: --
1758442458.883015 cmd_parse_build_commands 0:2 0:2: %%
1758442458.883022 cmd_parse_build_commands 0:0: rename-session
1758442458.883027 cmd_parse_build_commands 0:1: --
1758442458.883033 cmd_parse_build_commands 0:2: %%
1758442458.883042 args_parse_flags: next --
1758442458.883047 args_parse: flags end at 2 of 3
1758442458.883054 args_parse: 2 = %% (type STRING)
1758442458.883062 cmd_parse_build_commands: rename-session "%%"
1758442458.883068 args_parse_flags: next -I#S
1758442458.883074 args_parse_flag_argument: -I = #S
1758442458.883080 args_parse: flags end at 2 of 3
1758442458.883088 args_parse: 2 = rename-session "%%" (type COMMANDS)
1758442458.883098 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1758442458.883103 args_parse_flags: next -N
1758442458.883110 args_parse_flag_argument: -N = Rename current session
1758442458.883115 args_parse_flags: next $
1758442458.883121 args_parse: flags end at 3 of 5
1758442458.883127 args_parse: 3 = $ (type STRING)
1758442458.883137 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1758442458.883151 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1758442458.883166 cmdq_get_command: [bind-key/0x5fbe1f8e3b50] group 58
1758442458.883172 cmdq_append <global>: [bind-key/0x5fbe1f8e3b50]
1758442458.883215 yylex_token: end at WS
1758442458.883221 yylex_token: bind
1758442458.883227 yylex_token: end at WS
1758442458.883232 yylex_token: -N
1758442458.883239 yylex_token: end at WS
1758442458.883245 yylex_token: Split window horizontally
1758442458.883251 yylex_get_word: %
1758442458.883257 yylex_token: end at WS
1758442458.883263 yylex_token: split-window
1758442458.883269 yylex_token: end at WS
1758442458.883274 yylex_token: -h
1758442458.883298 cmd_parse_build_commands 0:0: bind
1758442458.883304 cmd_parse_build_commands 0:1: -N
1758442458.883311 cmd_parse_build_commands 0:2: Split window horizontally
1758442458.883316 cmd_parse_build_commands 0:3: %
1758442458.883323 cmd_parse_build_commands 0:4 0:0: split-window
1758442458.883329 cmd_parse_build_commands 0:4 0:1: -h
1758442458.883336 cmd_parse_build_commands 0:0: split-window
1758442458.883342 cmd_parse_build_commands 0:1: -h
1758442458.883351 args_parse_flags: next -h
1758442458.883357 args_parse_flags: -h
1758442458.883363 args_parse: flags end at 2 of 2
1758442458.883370 cmd_parse_build_commands: split-window -h
1758442458.883376 args_parse_flags: next -N
1758442458.883382 args_parse_flag_argument: -N = Split window horizontally
1758442458.883388 args_parse_flags: next %
1758442458.883394 args_parse: flags end at 3 of 5
1758442458.883400 args_parse: 3 = % (type STRING)
1758442458.883407 args_parse: 4 = split-window -h (type COMMANDS)
1758442458.883419 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1758442458.883427 cmdq_get_command: [bind-key/0x5fbe1f8e19d0] group 70
1758442458.883434 cmdq_append <global>: [bind-key/0x5fbe1f8e19d0]
1758442458.883441 yylex_token: end at WS
1758442458.883446 yylex_token: bind
1758442458.883452 yylex_token: end at WS
1758442458.883457 yylex_token: -N
1758442458.883464 yylex_token: end at WS
1758442458.883470 yylex_token: Kill current window
1758442458.883475 yylex_token: end at WS
1758442458.883481 yylex_token: &
1758442458.883487 yylex_token: end at WS
1758442458.883493 yylex_token: confirm-before
1758442458.883500 yylex_token: end at WS
1758442458.883505 yylex_token: -pkill-window #W? (y/n)
1758442458.883512 yylex_token: end at WS
1758442458.883518 yylex_token: kill-window
1758442458.883525 cmd_parse_build_commands 0:0: bind
1758442458.883531 cmd_parse_build_commands 0:1: -N
1758442458.883537 cmd_parse_build_commands 0:2: Kill current window
1758442458.883543 cmd_parse_build_commands 0:3: &
1758442458.883550 cmd_parse_build_commands 0:4 0:0: confirm-before
1758442458.883556 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1758442458.883562 cmd_parse_build_commands 0:4 0:2: kill-window
1758442458.883570 cmd_parse_build_commands 0:0: confirm-before
1758442458.883576 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1758442458.883582 cmd_parse_build_commands 0:2: kill-window
1758442458.883589 args_parse_flags: next -pkill-window #W? (y/n)
1758442458.883596 args_parse_flag_argument: -p = kill-window #W? (y/n)
1758442458.883602 args_parse_flags: next kill-window
1758442458.883607 args_parse: flags end at 2 of 3
1758442458.883614 args_parse: 2 = kill-window (type STRING)
1758442458.883624 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1758442458.883630 args_parse_flags: next -N
1758442458.883637 args_parse_flag_argument: -N = Kill current window
1758442458.883643 args_parse_flags: next &
1758442458.883648 args_parse: flags end at 3 of 5
1758442458.883654 args_parse: 3 = & (type STRING)
1758442458.883665 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1758442458.883679 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1758442458.883687 cmdq_get_command: [bind-key/0x5fbe1f8e4140] group 78
1758442458.883694 cmdq_append <global>: [bind-key/0x5fbe1f8e4140]
1758442458.883700 yylex_token: end at WS
1758442458.883714 yylex_token: bind
1758442458.883720 yylex_token: end at WS
1758442458.883725 yylex_token: -N
1758442458.883732 yylex_token: end at WS
1758442458.883739 yylex_token: Prompt for window index to select
1758442458.883745 yylex_token: end at WS
1758442458.883750 yylex_token: '
1758442458.883756 yylex_token: end at WS
1758442458.883762 yylex_token: command-prompt
1758442458.883768 yylex_token: end at WS
1758442458.883773 yylex_token: -T
1758442458.883780 yylex_token: end at WS
1758442458.883785 yylex_token: window-target
1758442458.883791 yylex_token: end at WS
1758442458.883797 yylex_token: -pindex
1758442458.883803 yylex_token: end at WS
1758442458.883809 yylex_token: select-window
1758442458.883815 yylex_token: end at WS
1758442458.883820 yylex_token: -t
1758442458.883826 yylex_token: end at WS
1758442458.883831 yylex_token: :%%
1758442458.883840 cmd_parse_build_commands 0:0: bind
1758442458.883846 cmd_parse_build_commands 0:1: -N
1758442458.883852 cmd_parse_build_commands 0:2: Prompt for window index to select
1758442458.883858 cmd_parse_build_commands 0:3: '
1758442458.883865 cmd_parse_build_commands 0:4 0:0: command-prompt
1758442458.883871 cmd_parse_build_commands 0:4 0:1: -T
1758442458.883877 cmd_parse_build_commands 0:4 0:2: window-target
1758442458.883883 cmd_parse_build_commands 0:4 0:3: -pindex
1758442458.883890 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1758442458.883915 cmd_parse_build_commands 0:4 0:4 0:1: -t
1758442458.883926 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1758442458.883936 cmd_parse_build_commands 0:0: command-prompt
1758442458.883942 cmd_parse_build_commands 0:1: -T
1758442458.883949 cmd_parse_build_commands 0:2: window-target
1758442458.883955 cmd_parse_build_commands 0:3: -pindex
1758442458.883961 cmd_parse_build_commands 0:4 0:0: select-window
1758442458.883967 cmd_parse_build_commands 0:4 0:1: -t
1758442458.883974 cmd_parse_build_commands 0:4 0:2: :%%
1758442458.883981 cmd_parse_build_commands 0:0: select-window
1758442458.883987 cmd_parse_build_commands 0:1: -t
1758442458.883993 cmd_parse_build_commands 0:2: :%%
1758442458.884001 args_parse_flags: next -t
1758442458.884007 args_parse_flag_argument: -t = :%%
1758442458.884013 args_parse: flags end at 3 of 3
1758442458.884022 cmd_parse_build_commands: select-window -t ":%%"
1758442458.884029 args_parse_flags: next -T
1758442458.884035 args_parse_flag_argument: -T = window-target
1758442458.884041 args_parse_flags: next -pindex
1758442458.884047 args_parse_flag_argument: -p = index
1758442458.884053 args_parse: flags end at 4 of 5
1758442458.884061 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1758442458.884074 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1758442458.884080 args_parse_flags: next -N
1758442458.884086 args_parse_flag_argument: -N = Prompt for window index to select
1758442458.884092 args_parse_flags: next '
1758442458.884098 args_parse: flags end at 3 of 5
1758442458.884104 args_parse: 3 = ' (type STRING)
1758442458.884116 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1758442458.884133 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1758442458.884148 cmdq_get_command: [bind-key/0x5fbe1f8e5090] group 86
1758442458.884155 cmdq_append <global>: [bind-key/0x5fbe1f8e5090]
1758442458.884161 yylex_token: end at WS
1758442458.884167 yylex_token: bind
1758442458.884173 yylex_token: end at WS
1758442458.884178 yylex_token: -N
1758442458.884186 yylex_token: end at WS
1758442458.884191 yylex_token: Switch to previous client
1758442458.884197 yylex_token: end at WS
1758442458.884203 yylex_token: (
1758442458.884209 yylex_token: end at WS
1758442458.884215 yylex_token: switch-client
1758442458.884221 yylex_token: end at WS
1758442458.884226 yylex_token: -p
1758442458.884233 cmd_parse_build_commands 0:0: bind
1758442458.884240 cmd_parse_build_commands 0:1: -N
1758442458.884246 cmd_parse_build_commands 0:2: Switch to previous client
1758442458.884260 cmd_parse_build_commands 0:3: (
1758442458.884266 cmd_parse_build_commands 0:4 0:0: switch-client
1758442458.884272 cmd_parse_build_commands 0:4 0:1: -p
1758442458.884279 cmd_parse_build_commands 0:0: switch-client
1758442458.884285 cmd_parse_build_commands 0:1: -p
1758442458.884294 args_parse_flags: next -p
1758442458.884300 args_parse_flags: -p
1758442458.884306 args_parse: flags end at 2 of 2
1758442458.884313 cmd_parse_build_commands: switch-client -p
1758442458.884319 args_parse_flags: next -N
1758442458.884326 args_parse_flag_argument: -N = Switch to previous client
1758442458.884332 args_parse_flags: next (
1758442458.884338 args_parse: flags end at 3 of 5
1758442458.884344 args_parse: 3 = ( (type STRING)
1758442458.884352 args_parse: 4 = switch-client -p (type COMMANDS)
1758442458.884364 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1758442458.884372 cmdq_get_command: [bind-key/0x5fbe1f8e5250] group 98
1758442458.884377 cmdq_append <global>: [bind-key/0x5fbe1f8e5250]
1758442458.884384 yylex_token: end at WS
1758442458.884390 yylex_token: bind
1758442458.884395 yylex_token: end at WS
1758442458.884401 yylex_token: -N
1758442458.884408 yylex_token: end at WS
1758442458.884413 yylex_token: Switch to next client
1758442458.884419 yylex_token: end at WS
1758442458.884425 yylex_token: )
1758442458.884431 yylex_token: end at WS
1758442458.884437 yylex_token: switch-client
1758442458.884442 yylex_token: end at WS
1758442458.884448 yylex_token: -n
1758442458.884455 cmd_parse_build_commands 0:0: bind
1758442458.884461 cmd_parse_build_commands 0:1: -N
1758442458.884468 cmd_parse_build_commands 0:2: Switch to next client
1758442458.884474 cmd_parse_build_commands 0:3: )
1758442458.884480 cmd_parse_build_commands 0:4 0:0: switch-client
1758442458.884486 cmd_parse_build_commands 0:4 0:1: -n
1758442458.884493 cmd_parse_build_commands 0:0: switch-client
1758442458.884499 cmd_parse_build_commands 0:1: -n
1758442458.884508 args_parse_flags: next -n
1758442458.884514 args_parse_flags: -n
1758442458.884519 args_parse: flags end at 2 of 2
1758442458.884527 cmd_parse_build_commands: switch-client -n
1758442458.884533 args_parse_flags: next -N
1758442458.884539 args_parse_flag_argument: -N = Switch to next client
1758442458.884545 args_parse_flags: next )
1758442458.884551 args_parse: flags end at 3 of 5
1758442458.884557 args_parse: 3 = ) (type STRING)
1758442458.884565 args_parse: 4 = switch-client -n (type COMMANDS)
1758442458.884576 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1758442458.884584 cmdq_get_command: [bind-key/0x5fbe1f8e5580] group 106
1758442458.884590 cmdq_append <global>: [bind-key/0x5fbe1f8e5580]
1758442458.884602 yylex_token: end at WS
1758442458.884607 yylex_token: bind
1758442458.884613 yylex_token: end at WS
1758442458.884619 yylex_token: -N
1758442458.884625 yylex_token: end at WS
1758442458.884631 yylex_token: Rename current window
1758442458.884637 yylex_token: end at WS
1758442458.884642 yylex_token: ,
1758442458.884649 yylex_token: end at WS
1758442458.884655 yylex_token: command-prompt
1758442458.884661 yylex_token: end at WS
1758442458.884666 yylex_token: -I#W
1758442458.884672 yylex_token: end at WS
1758442458.884678 yylex_token: rename-window
1758442458.884684 yylex_token: end at WS
1758442458.884689 yylex_token: --
1758442458.884695 yylex_token: end at WS
1758442458.884700 yylex_token: %%
1758442458.884708 cmd_parse_build_commands 0:0: bind
1758442458.884714 cmd_parse_build_commands 0:1: -N
1758442458.884720 cmd_parse_build_commands 0:2: Rename current window
1758442458.884726 cmd_parse_build_commands 0:3: ,
1758442458.884733 cmd_parse_build_commands 0:4 0:0: command-prompt
1758442458.884739 cmd_parse_build_commands 0:4 0:1: -I#W
1758442458.884746 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1758442458.884752 cmd_parse_build_commands 0:4 0:2 0:1: --
1758442458.884758 cmd_parse_build_commands 0:4 0:2 0:2: %%
1758442458.884765 cmd_parse_build_commands 0:0: command-prompt
1758442458.884780 cmd_parse_build_commands 0:1: -I#W
1758442458.884786 cmd_parse_build_commands 0:2 0:0: rename-window
1758442458.884793 cmd_parse_build_commands 0:2 0:1: --
1758442458.884798 cmd_parse_build_commands 0:2 0:2: %%
1758442458.884806 cmd_parse_build_commands 0:0: rename-window
1758442458.884811 cmd_parse_build_commands 0:1: --
1758442458.884817 cmd_parse_build_commands 0:2: %%
1758442458.884826 args_parse_flags: next --
1758442458.884832 args_parse: flags end at 2 of 3
1758442458.884838 args_parse: 2 = %% (type STRING)
1758442458.884845 cmd_parse_build_commands: rename-window "%%"
1758442458.884850 args_parse_flags: next -I#W
1758442458.884855 args_parse_flag_argument: -I = #W
1758442458.884860 args_parse: flags end at 2 of 3
1758442458.884865 args_parse: 2 = rename-window "%%" (type COMMANDS)
1758442458.884873 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1758442458.884878 args_parse_flags: next -N
1758442458.884882 args_parse_flag_argument: -N = Rename current window
1758442458.884886 args_parse_flags: next ,
1758442458.884891 args_parse: flags end at 3 of 5
1758442458.884911 args_parse: 3 = , (type STRING)
1758442458.884918 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1758442458.884928 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1758442458.884936 cmdq_get_command: [bind-key/0x5fbe1f8e62b0] group 114
1758442458.884942 cmdq_append <global>: [bind-key/0x5fbe1f8e62b0]
1758442458.884951 yylex_token: end at WS
1758442458.884955 yylex_token: bind
1758442458.884960 yylex_token: end at WS
1758442458.884963 yylex_token: -N
1758442458.884969 yylex_token: end at WS
1758442458.884974 yylex_token: Delete the most recent paste buffer
1758442458.884979 yylex_token: end at WS
1758442458.884983 yylex_token: -
1758442458.884988 yylex_token: end at WS
1758442458.884992 yylex_token: delete-buffer
1758442458.884997 cmd_parse_build_commands 0:0: bind
1758442458.885002 cmd_parse_build_commands 0:1: -N
1758442458.885007 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1758442458.885011 cmd_parse_build_commands 0:3: -
1758442458.885016 cmd_parse_build_commands 0:4 0:0: delete-buffer
1758442458.885022 cmd_parse_build_commands 0:0: delete-buffer
1758442458.885027 args_parse: flags end at 1 of 1
1758442458.885032 cmd_parse_build_commands: delete-buffer
1758442458.885037 args_parse_flags: next -N
1758442458.885041 args_parse_flag_argument: -N = Delete the most recent paste buffer
1758442458.885046 args_parse_flags: next -
1758442458.885050 args_parse: flags end at 3 of 5
1758442458.885055 args_parse: 3 = - (type STRING)
1758442458.885060 args_parse: 4 = delete-buffer (type COMMANDS)
1758442458.885069 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1758442458.885074 cmdq_get_command: [bind-key/0x5fbe1f8e6ac0] group 126
1758442458.885079 cmdq_append <global>: [bind-key/0x5fbe1f8e6ac0]
1758442458.885084 yylex_token: end at WS
1758442458.885088 yylex_token: bind
1758442458.885093 yylex_token: end at WS
1758442458.885097 yylex_token: -N
1758442458.885102 yylex_token: end at WS
1758442458.885107 yylex_token: Move the current window
1758442458.885111 yylex_token: end at WS
1758442458.885115 yylex_token: .
1758442458.885120 yylex_token: end at WS
1758442458.885124 yylex_token: command-prompt
1758442458.885129 yylex_token: end at WS
1758442458.885133 yylex_token: -T
1758442458.885138 yylex_token: end at WS
1758442458.885142 yylex_token: target
1758442458.885147 yylex_token: end at WS
1758442458.885151 yylex_token: move-window
1758442458.885156 yylex_token: end at WS
1758442458.885160 yylex_token: -t
1758442458.885164 yylex_token: end at WS
1758442458.885168 yylex_token: %%
1758442458.885174 cmd_parse_build_commands 0:0: bind
1758442458.885179 cmd_parse_build_commands 0:1: -N
1758442458.885183 cmd_parse_build_commands 0:2: Move the current window
1758442458.885188 cmd_parse_build_commands 0:3: .
1758442458.885193 cmd_parse_build_commands 0:4 0:0: command-prompt
1758442458.885204 cmd_parse_build_commands 0:4 0:1: -T
1758442458.885209 cmd_parse_build_commands 0:4 0:2: target
1758442458.885213 cmd_parse_build_commands 0:4 0:3 0:0: move-window
